transaction_id,payment_time,payer_id,payee_id,payment_amount,payment_currency,payment_method,payment_purpose,vendor_id,payee_country,vendor_country,vendor_industry,approval_status,reject_reason
ee485f02-ec0b-471d-9caa-21d8c1895d93,34:32.2,COMP0045,PAYEE0323,58.61,EUR,Credit Card,Consulting Services,VEND0498,Canada,Brazil,Cryptocurrency Trading,APPROVED,
98af8848-4f34-420d-9419-209d27949747,39:32.2,COMP0085,PAYEE0115,734.59,GBP,Wire,Utilities,VEND0197,India,Japan,Technology,APPROVED,
84b15c84-38d3-412c-8e83-b3f054fdb5b3,31:32.2,COMP0034,PAYEE0239,253.37,EUR,Check,Payroll,VEND0371,UK,China,Arms Dealing,APPROVED,
c0d0af84-b3df-4dd8-92c7-723fe716662f,35:32.2,COMP0032,PAYEE0361,463.12,JPY,Wire,Unusual Transfer - Review Required,VEND0193,India,Canada,Logistics,APPROVED,
f414b5db-ea84-415a-be12-ced629543df2,08:32.2,COMP0058,PAYEE0246,1883.4,USD,Wire,Unusual Transfer - Review Required,VEND0284,USA,France,Cryptocurrency Trading,APPROVED,
91324f69-d5dc-4979-8ac5-94efe7940c5c,29:32.2,COMP0084,PAYEE0171,1074.61,EUR,Check,Research & Development,VEND0380,France,Germany,Energy,APPROVED,
d2778cf2-d915-4d52-ac8b-c1066eaa51ba,49:32.2,COMP0008,PAYEE0280,1843.12,CAD,Check,Cloud Hosting,VEND0441,France,Germany,Energy,APPROVED,
c01a383d-0484-4179-92ff-8eb625d859c6,54:32.2,COMP0012,PAYEE0482,638.07,CAD,Bank Transfer,IT Support,VEND0462,Australia,India,Adult Entertainment,APPROVED,
396fce81-d562-4508-9931-155ee604f298,00:32.2,COMP0100,PAYEE0305,82.84,USD,Check,Legal Fees,VEND0128,France,Australia,Offshore Banking,APPROVED,
ab31a12e-2c64-4820-86e6-2ba7545c1993,29:32.2,COMP0082,PAYEE0111,1891.13,JPY,Bank Transfer,Payroll,VEND0190,Australia,France,Automotive,APPROVED,
e00cfac7-0ca0-45bb-b3f5-2d088686f4cc,49:32.2,COMP0021,PAYEE0018,911.55,EUR,ACH,Marketing Campaign,VEND0240,Japan,USA,Shell Corporations,APPROVED,
5709a8dc-6d10-4866-b030-bed555b260ee,06:32.2,COMP0048,PAYEE0212,782.03,JPY,Wire,IT Support,VEND0168,Brazil,USA,Online Gambling,APPROVED,
162817a1-5d4f-4b44-a895-f01f09edb0be,03:32.2,COMP0023,PAYEE0007,1269.38,USD,Check,Professional Development,VEND0238,UK,France,Online Gambling,APPROVED,
e2b98a11-a14b-4e7e-8b92-a97d6a081edc,17:32.2,COMP0086,PAYEE0465,975.15,GBP,Bank Transfer,Unusual Transfer - Review Required,VEND0429,Brazil,Japan,Online Gambling,APPROVED,
3c988501-7c51-49f5-8dea-96826f6b249c,57:32.2,COMP0097,PAYEE0220,619.04,JPY,Bank Transfer,Professional Development,VEND0302,Brazil,Australia,Education,APPROVED,
523ba1fa-cee8-4e7c-81c8-22966b1845e2,17:32.2,COMP0006,PAYEE0382,936.83,EUR,Wire,Cloud Hosting,VEND0204,France,USA,Online Gambling,APPROVED,
6bbd7075-7b2d-44e3-b989-fa2bb5f96483,20:32.2,COMP0053,PAYEE0109,549.57,EUR,Wire,Maintenance Services,VEND0353,Canada,Germany,Precious Metals Trading,APPROVED,
36cf7039-ac5c-4dd8-acb6-539afe96822a,05:32.2,COMP0046,PAYEE0283,1023.31,USD,Credit Card,Cloud Hosting,VEND0186,Brazil,Brazil,Energy,APPROVED,
6b2bf2f6-9db6-4557-9a6a-d1ee60755af6,24:32.2,COMP0026,PAYEE0373,1609.72,CAD,Bank Transfer,Marketing Campaign,VEND0087,Australia,China,Healthcare,APPROVED,
73fac716-86c1-4994-addc-897f58fe85e3,28:32.2,COMP0082,PAYEE0043,231.21,GBP,Check,Maintenance Services,VEND0133,China,Canada,Shell Corporations,APPROVED,
8bca7179-8dc9-480b-8c62-9c447adcbde1,52:32.2,COMP0065,PAYEE0018,1069.04,CAD,ACH,Legal Fees,VEND0337,Japan,Germany,Retail,APPROVED,
79ecc69d-ff9f-47ec-93fe-9a2f6f787356,02:32.2,COMP0065,PAYEE0341,137.81,USD,Wire,Office Supplies,VEND0272,France,Brazil,Adult Entertainment,APPROVED,
6f459afb-7df6-4a4f-ad63-7b8d3b851a24,30:32.2,COMP0028,PAYEE0347,186.84,JPY,Bank Transfer,Marketing Campaign,VEND0212,UK,Australia,Online Gambling,APPROVED,
1313f94b-7f84-433e-add8-ee4c3bf29ed8,03:32.2,COMP0069,PAYEE0160,84.73,EUR,Check,Legal Fees,VEND0128,USA,Australia,Healthcare,APPROVED,
91224f69-3f81-4030-84da-ad2eacde8474,32:32.2,COMP0017,PAYEE0198,512.07,EUR,Bank Transfer,Unusual Transfer - Review Required,VEND0185,France,Japan,Retail,APPROVED,
b04ead16-c7ca-4a07-9838-851c238acabb,58:32.2,COMP0048,PAYEE0091,543.45,EUR,Bank Transfer,IT Support,VEND0094,China,Germany,Adult Entertainment,APPROVED,
428272a6-f996-44e2-b92c-ae43005c2448,01:32.2,COMP0077,PAYEE0406,880.2,USD,Wire,Cloud Hosting,VEND0093,China,Brazil,Cryptocurrency Trading,APPROVED,
c9e4dd53-56c5-453f-b801-badb8db2789b,04:32.2,COMP0041,PAYEE0287,1754.97,USD,Credit Card,Software License,VEND0231,Brazil,Brazil,Education,APPROVED,
95bcd8c0-7394-4c02-9d26-c85666264f3a,16:32.2,COMP0057,PAYEE0396,583.98,JPY,Wire,Marketing Campaign,VEND0094,USA,Germany,Technology,APPROVED,
406c1988-c51e-4bdc-8d28-e0c133e8dc28,50:32.2,COMP0067,PAYEE0419,1493.84,USD,Bank Transfer,Unusual Transfer - Review Required,VEND0397,France,Germany,Retail,APPROVED,
3a3089c2-5c96-4c86-a8f5-ff20a6996cc8,30:32.2,COMP0031,PAYEE0072,151.3,GBP,Bank Transfer,Professional Development,VEND0421,France,Brazil,Offshore Banking,APPROVED,
178f8720-e300-42cc-a059-a1e43093bb10,49:32.2,COMP0035,PAYEE0098,745.58,USD,ACH,Consulting Services,VEND0369,USA,France,Manufacturing,APPROVED,
b644911e-24da-4f5c-ac81-7732da214501,30:32.2,COMP0014,PAYEE0052,675.91,EUR,Credit Card,Cloud Hosting,VEND0136,Japan,China,Finance,APPROVED,
30db5792-b99c-443a-8d25-21e9ed4362d6,46:32.2,COMP0066,PAYEE0303,1188.19,CAD,Bank Transfer,Marketing Campaign,VEND0158,Germany,Germany,Education,APPROVED,
74c98d75-67bf-4d95-b97d-b2897bbb15f9,01:32.2,COMP0088,PAYEE0330,565.49,GBP,Bank Transfer,Maintenance Services,VEND0159,France,China,Adult Entertainment,APPROVED,
730150ac-0786-43f8-bd52-c622f318cb8d,41:32.2,COMP0066,PAYEE0074,432.25,EUR,Wire,Payroll,VEND0014,France,Japan,Healthcare,APPROVED,
f23a82d1-1258-464c-b515-6cd8fcdadfda,24:32.2,COMP0020,PAYEE0137,991.98,GBP,Bank Transfer,Unusual Transfer - Review Required,VEND0458,India,India,Adult Entertainment,APPROVED,
c3de7361-7c2d-424c-994d-7e6a5d25f184,54:32.2,COMP0055,PAYEE0057,1813.03,JPY,Bank Transfer,IT Support,VEND0147,China,Brazil,Adult Entertainment,APPROVED,
bbf6f4c2-0126-48f9-b208-b497d46dd461,31:32.2,COMP0056,PAYEE0296,966.72,JPY,Bank Transfer,Rent Payment,VEND0308,Canada,USA,Art & Antiques Dealers,APPROVED,
ac40a224-8a0b-476f-9708-ba3d5bb829c0,16:32.2,COMP0086,PAYEE0284,976.33,GBP,Check,Professional Development,VEND0150,USA,USA,Cannabis Industry,APPROVED,
02ad7fdf-dd8c-4f7b-917a-87e96fa91edf,22:32.2,COMP0054,PAYEE0213,529.63,EUR,Credit Card,Research & Development,VEND0377,Brazil,India,Technology,APPROVED,
31f4c93e-088f-4d56-b321-c6462c95a33d,59:32.2,COMP0077,PAYEE0288,757.73,CAD,Credit Card,Research & Development,VEND0489,Germany,France,Arms Dealing,APPROVED,
fd12df63-53a9-416c-95a2-683b5c999ec5,26:32.2,COMP0061,PAYEE0168,578.57,USD,Credit Card,IT Support,VEND0001,Germany,Japan,Offshore Banking,APPROVED,
b56de58a-2fd4-4351-b14c-93db146d5f6f,52:32.2,COMP0008,PAYEE0498,481.35,EUR,Check,Software License,VEND0051,Germany,Canada,Healthcare,APPROVED,
a54b3a64-12fd-4d41-af2f-e0f9bbe1cf70,17:32.2,COMP0094,PAYEE0485,1600.22,EUR,Bank Transfer,Travel Expenses,VEND0397,France,Brazil,Real Estate,APPROVED,
69e3967f-483a-4fa4-98bd-9db3d31b4c63,02:32.2,COMP0061,PAYEE0478,1681.57,JPY,Wire,Research & Development,VEND0059,Canada,Brazil,Adult Entertainment,APPROVED,
7cdcc87f-4cfc-422b-9a67-693a6ea199d5,20:32.2,COMP0053,PAYEE0448,1083.13,JPY,Check,Office Supplies,VEND0459,China,France,Energy,APPROVED,
147b7a8b-d899-46a0-a7fc-4dc9b5c8c030,56:32.2,COMP0070,PAYEE0254,521.8,JPY,Wire,IT Support,VEND0012,UK,Brazil,Finance,APPROVED,
4c9c4bc0-b3e6-4791-aad2-3a497ca993fd,15:32.2,COMP0094,PAYEE0338,773.96,GBP,Wire,IT Support,VEND0113,UK,UK,Retail,APPROVED,
f34b000f-c553-499b-b8e6-8bdbcf01f80e,47:32.2,COMP0100,PAYEE0306,751,USD,Credit Card,Unusual Transfer - Review Required,VEND0391,USA,Japan,Arms Dealing,APPROVED,
f239ed17-071d-40a0-82e9-6d86c54d4151,02:32.2,COMP0074,PAYEE0334,392.13,JPY,Wire,Software License,VEND0294,Canada,UK,Logistics,APPROVED,
37bf1373-383b-44c8-a4c2-e1e0c0ae3480,38:32.2,COMP0035,PAYEE0199,923.68,CAD,Wire,Office Supplies,VEND0156,China,UK,Arms Dealing,APPROVED,
b4b53490-f2fa-4ca3-96d3-138903490551,39:32.2,COMP0042,PAYEE0190,223.12,CAD,Credit Card,Marketing Campaign,VEND0457,France,Japan,Automotive,APPROVED,
c8734eb1-608a-4c58-8ed4-7d2c164f7c7f,30:32.2,COMP0067,PAYEE0135,117.27,CAD,Wire,Marketing Campaign,VEND0421,USA,Brazil,Energy,APPROVED,
dc9192cf-186c-4773-93bd-db2d06e865e0,46:32.2,COMP0049,PAYEE0003,194.49,CAD,ACH,Consulting Services,VEND0211,USA,Germany,Manufacturing,APPROVED,
3d7e1229-4620-4afd-b6ea-ba6c682d3a89,12:32.2,COMP0087,PAYEE0419,1654.04,GBP,Bank Transfer,IT Support,VEND0205,USA,UK,Manufacturing,APPROVED,
73dcd6f7-d6ec-4e02-a1ad-83db3748e70a,56:32.2,COMP0021,PAYEE0281,1331.33,GBP,Wire,Office Supplies,VEND0273,Australia,France,Art & Antiques Dealers,APPROVED,
8c41d323-4ab6-4b24-86f1-5911959736c0,05:32.2,COMP0055,PAYEE0076,1467.48,USD,Check,Legal Fees,VEND0401,India,Japan,Arms Dealing,APPROVED,
3c4936a3-eee3-4cbf-ba2a-6b7ffaff73e3,30:32.2,COMP0052,PAYEE0042,922.92,USD,Bank Transfer,IT Support,VEND0101,Japan,Australia,Online Gambling,APPROVED,
fd419776-559c-42ea-8d4c-43d6ef6c6d93,23:32.2,COMP0019,PAYEE0214,247.2,USD,Wire,Software License,VEND0478,France,India,Finance,APPROVED,
2ded494a-16d4-402e-a24e-55c068f2d573,59:32.2,COMP0010,PAYEE0461,1689.12,CAD,Bank Transfer,Office Supplies,VEND0074,Brazil,UK,Arms Dealing,APPROVED,
b2864608-09a9-4206-bf0f-3f454fc47a88,07:32.2,COMP0049,PAYEE0278,863.16,CAD,Credit Card,Research & Development,VEND0187,China,India,Education,APPROVED,
931b8d56-ad89-4f6f-81e7-bbc384e6d81b,17:32.2,COMP0005,PAYEE0162,1232.73,USD,Credit Card,Professional Development,VEND0283,Australia,India,Cannabis Industry,APPROVED,
808b218c-910e-4d4f-a86c-e2dfa54c66e9,48:32.2,COMP0022,PAYEE0428,1755.5,GBP,ACH,Rent Payment,VEND0461,China,India,Logistics,APPROVED,
71ae6d7a-4f25-46a4-83d5-962ced5092fa,42:32.2,COMP0032,PAYEE0064,693.28,EUR,Credit Card,Travel Expenses,VEND0398,China,USA,Art & Antiques Dealers,APPROVED,
5afbeda2-37e5-4ad5-b059-49e99bc6b3ba,47:32.2,COMP0053,PAYEE0500,467.7,GBP,Wire,IT Support,VEND0242,China,France,Arms Dealing,APPROVED,
61e012d4-caa3-4e20-8009-441760354bd0,09:32.2,COMP0100,PAYEE0236,2072.63,EUR,Check,IT Support,VEND0165,Canada,Brazil,Offshore Banking,APPROVED,
d121f3cc-64f8-4f96-b33f-80fa41d173ce,30:32.2,COMP0027,PAYEE0144,123.33,CAD,Credit Card,Software License,VEND0435,China,Brazil,Cannabis Industry,APPROVED,
1e4af4a1-1c59-413a-9129-7b467a63194f,37:32.2,COMP0085,PAYEE0290,845.4,CAD,ACH,IT Support,VEND0252,USA,Brazil,Shell Corporations,APPROVED,
9eb9b1c2-f10d-4c74-9ada-c3d9adaccbf9,54:32.2,COMP0034,PAYEE0100,500.7,JPY,Bank Transfer,Research & Development,VEND0012,France,Canada,Education,APPROVED,
cf060f18-eb11-4147-9c94-94ff4816a7a5,51:32.2,COMP0057,PAYEE0390,1493.48,GBP,Wire,Cloud Hosting,VEND0401,India,Japan,Shell Corporations,APPROVED,
81ab5701-19fb-43d0-b1d0-1bdc0bd62f20,58:32.2,COMP0032,PAYEE0388,1052.43,CAD,Bank Transfer,Utilities,VEND0418,UK,Australia,Manufacturing,APPROVED,
1cf524af-68a8-4a5c-b330-531106481e16,42:32.2,COMP0045,PAYEE0299,419.9,GBP,Bank Transfer,Professional Development,VEND0242,China,France,Automotive,APPROVED,
71a5b8d7-cb2a-478c-89a1-4be6d546ad82,59:32.2,COMP0027,PAYEE0221,376.28,JPY,ACH,Software License,VEND0266,France,UK,Cannabis Industry,APPROVED,
4c5770a8-2b78-49ec-8cde-db4165df7980,04:32.2,COMP0089,PAYEE0243,1625.47,GBP,Wire,Cloud Hosting,VEND0381,Germany,Canada,Offshore Banking,APPROVED,
31025727-3901-4d2a-a100-3bfb289de051,46:32.2,COMP0032,PAYEE0278,690.51,EUR,Bank Transfer,Travel Expenses,VEND0136,Canada,China,Precious Metals Trading,APPROVED,
768b72ef-1b47-4f3c-a40f-01af4d9f1f80,15:32.2,COMP0022,PAYEE0167,1318.62,JPY,Check,IT Support,VEND0490,France,USA,Real Estate,APPROVED,
bb63de99-0912-4d1d-83b0-770ae61c02c8,29:32.2,COMP0057,PAYEE0468,204.39,CAD,ACH,Cloud Hosting,VEND0324,China,China,Healthcare,APPROVED,
3cff9fcd-253a-4037-b966-cda03bc29142,51:32.2,COMP0003,PAYEE0245,1870.14,JPY,ACH,Research & Development,VEND0282,France,Australia,Precious Metals Trading,APPROVED,
607d96fe-c541-455d-92c4-182d163384dd,06:32.2,COMP0053,PAYEE0250,810.96,USD,ACH,Payroll,VEND0198,Brazil,China,Education,APPROVED,
af706e9c-1028-4919-9ef3-ffb33bce5e89,37:32.2,COMP0059,PAYEE0274,1451.9,CAD,Check,Maintenance Services,VEND0345,Canada,USA,Arms Dealing,APPROVED,
cb58c0f4-4f00-415e-8281-972264551cab,13:32.2,COMP0064,PAYEE0156,223.77,GBP,ACH,IT Support,VEND0002,Brazil,Brazil,Art & Antiques Dealers,APPROVED,
3c1dbc9f-c0d3-4ad8-96d0-b4ef0e51c402,07:32.2,COMP0039,PAYEE0455,206.51,GBP,Check,Research & Development,VEND0002,India,Australia,Healthcare,APPROVED,
9bf64151-3c58-4f7b-8a32-27f979c0365b,08:32.2,COMP0022,PAYEE0249,1148.02,CAD,ACH,Professional Development,VEND0057,UK,France,Cannabis Industry,APPROVED,
5c85d351-dc88-4032-995f-bd69153a9c5c,50:32.2,COMP0053,PAYEE0442,488.95,USD,Bank Transfer,Maintenance Services,VEND0121,Japan,Japan,Education,APPROVED,
fcb8de64-93f6-4de3-958c-94627d976241,15:32.2,COMP0072,PAYEE0192,847.75,EUR,Credit Card,Utilities,VEND0244,India,Japan,Adult Entertainment,APPROVED,
0cdff43c-4f40-4549-b516-824da435ed98,06:32.2,COMP0066,PAYEE0082,201.88,USD,Check,Consulting Services,VEND0002,UK,India,Finance,APPROVED,
d25d1884-3f3d-441e-a356-a13dba6ed232,35:32.2,COMP0014,PAYEE0270,2208.37,EUR,Bank Transfer,Payroll,VEND0285,UK,Canada,Education,APPROVED,
56f2d835-9071-4c81-ab5f-e422f51c9840,43:32.2,COMP0031,PAYEE0171,854.17,USD,Wire,Consulting Services,VEND0469,USA,Canada,Healthcare,APPROVED,
15c83ce3-b1da-4a2b-a201-fdcb47ef8fc5,54:32.2,COMP0095,PAYEE0152,1444.75,GBP,Wire,IT Support,VEND0072,France,China,Offshore Banking,APPROVED,
197276ca-3484-48a3-9765-afe3e4d36a08,59:32.2,COMP0014,PAYEE0028,976.21,USD,Bank Transfer,Marketing Campaign,VEND0383,USA,Japan,Cryptocurrency Trading,APPROVED,
abce8438-4aea-41c0-958e-d0c64f21c3b1,04:32.2,COMP0074,PAYEE0169,1631.14,CAD,Wire,Legal Fees,VEND0192,Brazil,USA,Art & Antiques Dealers,APPROVED,
b63dc109-e9d6-4606-8e79-ffd8e1bc45f8,19:32.2,COMP0019,PAYEE0176,1214.44,JPY,Bank Transfer,Maintenance Services,VEND0326,Australia,Australia,Precious Metals Trading,APPROVED,
c8a11f60-16d2-41fc-87f9-4b7092d24021,42:32.2,COMP0034,PAYEE0356,1597.58,CAD,ACH,Payroll,VEND0147,UK,Brazil,Automotive,APPROVED,
f67dac02-1045-48f8-8f5f-301bd797b5ad,19:32.2,COMP0005,PAYEE0280,756.36,CAD,Bank Transfer,Maintenance Services,VEND0180,France,Germany,Offshore Banking,APPROVED,
a32be71f-f0c0-4d54-bfa3-fdab7b2b8a82,20:32.2,COMP0055,PAYEE0216,1282.72,JPY,Credit Card,Travel Expenses,VEND0410,China,France,Shell Corporations,APPROVED,
5d347470-9f2a-4639-bf61-15762cb51ea3,37:32.2,COMP0077,PAYEE0461,252.62,EUR,Credit Card,Office Supplies,VEND0166,Brazil,Brazil,Arms Dealing,APPROVED,
505cd6d0-02ae-4b00-91f0-f01465175c5e,24:32.2,COMP0059,PAYEE0062,155.98,CAD,Bank Transfer,Research & Development,VEND0063,France,Canada,Offshore Banking,APPROVED,
068c3ed2-8724-479a-9cc8-7b5250ae915c,20:32.2,COMP0052,PAYEE0067,543.46,USD,Wire,Rent Payment,VEND0157,Canada,Canada,Offshore Banking,APPROVED,
9550faa1-6cbb-4e98-add8-6236287dfed5,27:32.2,COMP0075,PAYEE0139,1392.21,CAD,Credit Card,IT Support,VEND0267,Japan,Germany,Cryptocurrency Trading,APPROVED,
c0525d2d-2d36-4bed-9074-a5764d2acc74,25:32.2,COMP0075,PAYEE0096,1957.41,USD,Check,Utilities,VEND0134,India,Canada,Technology,APPROVED,
2b0f3519-a4c5-4379-9302-bf9727243736,12:32.2,COMP0015,PAYEE0076,310.85,EUR,Bank Transfer,Consulting Services,VEND0335,India,Japan,Finance,APPROVED,
b6bf737f-902a-422e-bfca-67362a015da6,20:32.2,COMP0034,PAYEE0316,812.41,GBP,Check,IT Support,VEND0198,Canada,China,Cannabis Industry,APPROVED,
df64e641-99f8-4c1d-91e7-9c4e94d38e38,45:32.2,COMP0012,PAYEE0432,499.53,USD,Credit Card,Software License,VEND0278,China,Brazil,Arms Dealing,APPROVED,
e2700e5c-565d-4352-b629-f780076569a6,06:32.2,COMP0047,PAYEE0299,333.99,EUR,Credit Card,Software License,VEND0320,China,UK,Automotive,APPROVED,
c3daec9f-c263-4e9d-ac8a-8ab6929a8c2e,03:32.2,COMP0030,PAYEE0133,1199.62,EUR,Bank Transfer,Legal Fees,VEND0065,Brazil,Brazil,Real Estate,APPROVED,
be0f8b18-ec70-46c5-a1dd-039f011f3773,59:32.2,COMP0095,PAYEE0040,299.22,GBP,Credit Card,Travel Expenses,VEND0075,Germany,France,Energy,APPROVED,
2ce740b5-e084-4781-8b45-0cc471789b6b,08:32.2,COMP0090,PAYEE0425,1732.98,JPY,Wire,Office Supplies,VEND0461,China,USA,Logistics,APPROVED,
08ee4799-1cd9-4621-9ec1-fb9a91538267,58:32.2,COMP0097,PAYEE0244,1101.36,JPY,Bank Transfer,Marketing Campaign,VEND0196,France,Brazil,Automotive,APPROVED,
ee887c3c-5806-41c5-b14e-8e6ca80b53c1,41:32.2,COMP0074,PAYEE0302,764.38,USD,Check,Marketing Campaign,VEND0136,USA,China,Shell Corporations,APPROVED,
99436aeb-cc47-4134-93ec-592fe043d562,10:32.2,COMP0063,PAYEE0400,745.13,GBP,Bank Transfer,Travel Expenses,VEND0180,Australia,Germany,Adult Entertainment,APPROVED,
4c887e34-1127-4b21-b099-0975e00993b2,26:32.2,COMP0017,PAYEE0374,505.12,JPY,Check,Software License,VEND0152,France,Australia,Online Gambling,APPROVED,
3e71b888-528f-49b5-bdfb-fe0d20490991,50:32.2,COMP0037,PAYEE0002,1630.03,EUR,Wire,Utilities,VEND0017,Japan,Brazil,Education,APPROVED,
7ed72b4c-ab86-4fd2-97a7-f38eeb6e50b4,06:32.2,COMP0088,PAYEE0386,1646.94,USD,ACH,Unusual Transfer - Review Required,VEND0476,UK,Japan,Healthcare,APPROVED,
88d39591-1e21-4ff5-aa93-cbe6a3188b98,08:32.2,COMP0088,PAYEE0037,915.53,CAD,Check,Cloud Hosting,VEND0232,China,Australia,Education,APPROVED,
3c51855c-3717-4dad-9eb9-bf089669eacd,25:32.2,COMP0058,PAYEE0397,129.11,CAD,Wire,Unusual Transfer - Review Required,VEND0227,Australia,India,Art & Antiques Dealers,APPROVED,
ea12cb08-d2cb-45ed-9437-324532f872e4,01:32.2,COMP0059,PAYEE0150,1712.89,CAD,Check,Utilities,VEND0086,Canada,France,Adult Entertainment,APPROVED,
12c8ae3f-2b17-4b07-a69f-bef037c97466,44:32.2,COMP0084,PAYEE0191,348.45,GBP,Check,Software License,VEND0179,UK,Australia,Online Gambling,APPROVED,
3f269dcf-023a-46bd-ae22-4d90fcabcfd4,58:32.2,COMP0094,PAYEE0443,1226.79,CAD,Wire,Maintenance Services,VEND0239,France,Brazil,Automotive,APPROVED,
e0e38116-ddbe-4187-8411-85d7ff481093,58:32.2,COMP0076,PAYEE0076,65.76,CAD,ACH,Maintenance Services,VEND0378,India,Canada,Cannabis Industry,APPROVED,
01482038-dd5d-46db-91b3-9d2010e1b2d3,45:32.2,COMP0028,PAYEE0254,1283.68,CAD,Check,Legal Fees,VEND0365,UK,Germany,Automotive,APPROVED,
b6ebced6-066f-400e-9e08-c75e5ae60928,18:32.2,COMP0085,PAYEE0173,297.45,CAD,Wire,Office Supplies,VEND0096,Australia,France,Real Estate,APPROVED,
569db5dd-a6c8-4a4b-a8ee-178c686a0c63,52:32.2,COMP0065,PAYEE0423,208.74,GBP,Wire,Rent Payment,VEND0002,India,India,Logistics,APPROVED,
a0f40bf1-2200-4144-90f7-939667be9590,19:32.2,COMP0072,PAYEE0424,889.96,CAD,Bank Transfer,Research & Development,VEND0466,Germany,Japan,Cannabis Industry,APPROVED,
9135734f-e3f1-4c2a-b658-a1aafb8f0194,17:32.2,COMP0096,PAYEE0445,388.35,CAD,Bank Transfer,Legal Fees,VEND0027,Australia,India,Energy,APPROVED,
7b504777-5bca-4d93-a657-5aa806ca21f9,35:32.2,COMP0069,PAYEE0177,1229.43,CAD,Check,Office Supplies,VEND0219,France,Brazil,Online Gambling,APPROVED,
44b37ab4-8e9b-4ef4-95aa-0fdf0113e154,53:32.2,COMP0081,PAYEE0278,554,CAD,Bank Transfer,Travel Expenses,VEND0121,Canada,Japan,Offshore Banking,APPROVED,
370ed5ee-2f3f-4fb1-8bb4-cce4160c5764,45:32.2,COMP0081,PAYEE0121,1729.32,EUR,Bank Transfer,Payroll,VEND0321,France,UK,Offshore Banking,APPROVED,
83975d3a-a7aa-4095-8fe4-72ff07d4dead,01:32.2,COMP0051,PAYEE0458,359.69,GBP,Check,Research & Development,VEND0327,China,Australia,Manufacturing,APPROVED,
528ff9f5-e2e7-4fed-8f2d-be3cce764f0f,11:32.2,COMP0018,PAYEE0391,1314.84,JPY,Bank Transfer,Utilities,VEND0355,India,Japan,Online Gambling,APPROVED,
b3b859d9-6d75-49e4-a20d-c6ef020a9fef,59:32.2,COMP0075,PAYEE0294,967.12,USD,Credit Card,Research & Development,VEND0307,UK,Australia,Adult Entertainment,APPROVED,
c2473a90-88a7-4f03-865f-09e16559ff9a,26:32.2,COMP0093,PAYEE0063,630.32,CAD,Wire,IT Support,VEND0001,Australia,Australia,Retail,APPROVED,
253baa9f-def2-43ac-80a6-2367afebab8a,58:32.2,COMP0016,PAYEE0047,1750.42,USD,Check,Marketing Campaign,VEND0120,India,India,Real Estate,APPROVED,
d026a822-ad4b-44e3-862c-03c5d3e27dc3,54:32.2,COMP0045,PAYEE0255,1416.19,GBP,Bank Transfer,Legal Fees,VEND0373,India,China,Manufacturing,APPROVED,
6a18ecfc-6f9d-4d46-a3be-8bb67b3fd42a,27:32.2,COMP0044,PAYEE0111,2153.01,CAD,ACH,Payroll,VEND0231,Australia,China,Cannabis Industry,APPROVED,
d9e95009-a9dc-48af-8728-72e397fc9445,16:32.2,COMP0044,PAYEE0249,1070.51,GBP,Wire,Maintenance Services,VEND0452,UK,USA,Education,APPROVED,
7e869609-c3b1-489b-8b5b-5eb166429a59,53:32.2,COMP0018,PAYEE0118,1143.8,EUR,Wire,Marketing Campaign,VEND0225,Japan,Brazil,Art & Antiques Dealers,APPROVED,
061081ac-73f9-4976-b517-75fabe26dfa9,35:32.2,COMP0003,PAYEE0377,742.2,USD,Check,Utilities,VEND0281,USA,Canada,Energy,APPROVED,
63205745-3d6a-4399-a799-c917fe579dbf,47:32.2,COMP0032,PAYEE0382,774.12,EUR,Check,Unusual Transfer - Review Required,VEND0301,France,Australia,Healthcare,APPROVED,
407b12a6-9733-4175-a9b3-1e09dc1f928c,21:32.2,COMP0050,PAYEE0382,933.55,CAD,Check,Research & Development,VEND0276,Germany,UK,Education,APPROVED,
788a37c7-1cd8-40b9-89b3-68fa54411226,01:32.2,COMP0029,PAYEE0324,213.6,GBP,Check,Unusual Transfer - Review Required,VEND0414,France,China,Energy,APPROVED,
eb663559-9a65-4327-9509-1efaa0748f85,02:32.2,COMP0020,PAYEE0402,1430.28,GBP,Check,Research & Development,VEND0066,Japan,China,Shell Corporations,APPROVED,
78e05b0c-cf83-4ae1-89fb-8293abf5d7fd,56:32.2,COMP0012,PAYEE0119,320.03,GBP,Wire,Travel Expenses,VEND0366,France,Germany,Healthcare,APPROVED,
99709441-1257-4051-9523-72b215ad8982,20:32.2,COMP0008,PAYEE0124,754.63,GBP,Wire,Cloud Hosting,VEND0442,Brazil,UK,Energy,APPROVED,
c2df2ae9-cb63-4e9a-8295-d34d5f78c2f8,28:32.2,COMP0065,PAYEE0123,832.05,EUR,ACH,Payroll,VEND0467,UK,UK,Real Estate,APPROVED,
38627f44-d72a-4991-bafb-ea314d65416a,32:32.2,COMP0100,PAYEE0010,575.23,JPY,Credit Card,Travel Expenses,VEND0161,China,Australia,Shell Corporations,APPROVED,
028207af-8b0b-4863-a4fa-7944e4fba72b,41:32.2,COMP0030,PAYEE0140,274.57,EUR,Wire,Marketing Campaign,VEND0457,Brazil,India,Online Gambling,APPROVED,
c8c176da-773d-47b8-afb6-013b77cc1180,29:32.2,COMP0005,PAYEE0332,1066.33,USD,ACH,Legal Fees,VEND0360,USA,UK,Energy,APPROVED,
